Accession,MSC-exo-3,MSC-3
E9PKZ0,57.4778485,186.8706658
P10620,24.56097515,169.6663734
Q7L7L0,53.51720143,318.5477008
Q02978,32.87039014,164.74787
G3XAC6,61.55312114,144.1026556
Q9UKD2,66.2527762,168.7829016
E9PB61,94.46836304,190.957554
Q15050,65.77051796,176.6571858
Q9BYD2,56.49606918,155.9081962
Q9UMS4,40.78335282,159.4500644
Q12981,55.11120938,176.150093
Q9H3N1,47.36787831,171.755665
Q9Y6B6,45.53925821,117.414303
Q96S52,37.04702194,131.1299449
Q9P015,36.25720481,199.1342725
Q8WXX5,57.37878725,322.1962774
Q8NI27,61.26666667,143.7615852
P18077,56.16324742,169.6663734
P84157,42.94618049,150.7205905
Q8IXT5,57.6317844,191.3815043
Q8WXF1,66.6087888,156.5038284
Q68CQ7,65.65896024,141.7222627
Q9Y4W2,68.48937133,142.0773416
Q96HS1,71.08281547,153.8391038
G3V203,60.59533462,148.7664457
O14656,59.84908349,143.2706786
P51608,72.93333333,147.9455541
H0Y368,49.80461099,181.2464689
Q03701,62.55198932,168.5493687
A0A0A0MRW6,68.69215599,165.258869
Q99848,53.77918412,141.3911752
Q9NQ55,40.91022327,269.9642455
Q9Y3Z3,56.38340108,158.9642774
P37108,58.10618244,195.527567
Q9Y3D7,48.69440582,204.6763294
P20645,54.3459384,167.7539212
Q96DZ1,63.87239764,131.7500705
Q9P035,75.26666667,166.3149427
Q5JTH9,68.48937133,151.4939724
E9PHI6,47.77383698,102.9130043
O95139,50.86654805,182.0294255
Q8TCS8,50.39089107,110.441597
O43818,56.95363192,190.957554
P49406,30.42382767,119.2779242
Q9NQ29,16.25351931,132.6105779
Q13247,41.05147129,189.8843846
Q9H6U8,54.51130756,149.5396205
Q8N2K0,52.50923727,161.3351512
P08729,84.02701007,193.0868597
O15347,60.86583087,219.0386289
P82650,73.43145285,152.6978494
Q71UM5,41.54408205,123.9435547
Q96M27,45.33217878,123.5684865
P18754,21.02362781,62.54080459
Q00765,56.95363192,145.4847556
P17568,58.96330707,198.2802351
P62899,36.62818399,180.1611309
O43920,59.68255817,174.8316327
P35249,61.14191412,127.3033068
Q969Q0,48.0323939,182.7833792
O75381,42.75215633,156.0875462
Q13405,48.0323939,155.9081962
D3YTB1,28.98307583,260.9191158
P33992,71.69459571,167.4982521
O95140,62.27789962,155.4877053
Q9Y2C4,63.50949281,212.5239752
P49458,32.0267862,251.7102721
Q9Y224,52.69143614,136.6321165
P82675,67.51496246,141.7222627
F8VU90,47.85962324,157.071096
O15260,46.47452259,166.98291
P42025,32.0267862,78.54741838
A0A0A0MQX8,48.8389119,102.5453506
Q8IUH4,56.7207562,136.6321165
Q86XP3,62.8300708,134.9119169
K7ER00,38.51210378,91.73442286
P09012,22.04586413,206.7567219
Q86VP1,86.74974976,207.306482
Q10469,70.98333333,150.8957887
O95169,39.91185215,160.3920202
Q99575,48.98772443,118.5924943
O14925,69.16955814,207.9931449
P09234,54.91686151,148.4690499
O43678,65.54291851,137.9544901
Q52LJ0,53.77918412,131.5263642
Q92522,64.36602364,252.3325253
O95299,27.89844966,246.4863604
Q9Y320,28.52189376,164.565385
S4R3Q9,87.80186652,193.6657249
Q06787,54.13712173,132.16794
O00483,24.76455613,245.8192743
Q9UNX4,61.55312114,172.6550567
Q9NX14,51.46605069,162.135459
Q9NVT9,54.67273889,121.1135755
P55769,30.725564,137.3812141
Q16739,80.19733985,161.1022861
P46778,31.94404953,227.8535101
Q8N0U8,19.63247486,136.3509704
E7ET15,69.33273686,140.6895165
K7EMH1,62.8300708,166.5229341
Q14728,43.48875002,196.6172823
H0Y5K5,43.48875002,163.0650795
O75964,45.78333333,175.0906528
Q9NZ01,20.66035268,251.2691311
Q9Y5S9,49.11170051,150.8957887
A0A087X260,51.34483414,111.7843719
A0A0C4DFL7,71.62720887,194.3391439
A0A0C4DGB1,39.20302908,208.8598248
Q86TM6,70.76343825,146.1005767
Q86Y39,32.25629179,197.4799334
O94923,60.41521493,127.661356
Q14197,46.99639566,121.4131268
F8W7Q4,56.09697234,141.8981096
Q9BQ67,72.46869772,150.2000801
O95168,44.87031138,137.5519018
Q9P0M6,79.20810663,159.6481403
Q13610,70.28302959,145.6965308
Q9NRG9,38.38967211,277.5250497
Q8IWA0,51.34483414,172.1411157
Q9UH62,31.68503193,161.1022861
A0A087X2D0,61.14191412,225.7567274
Q9NX20,58.96330707,140.5687506
P07919,53.12488566,138.2760903
P29084,69.76004043,155.9081962
Q3ZCQ8,66.93496776,144.9133965
G3V5V3,64.80349383,142.6534075
Q9NS69,17.69254771,242.9718227
P62854,45.78333333,153.5037091
Q7L2H7,33.06239245,81.68460548
Q9Y5A9,62.43348387,138.3697244
O00505,56.38340108,118.9986921
Q9P2W9,66.6087888,139.2760831
O75400,63.10810736,134.7594846
O14647,68.82511637,160.3920202
C9JA28,13.38554118,215.84198
Q9BYD3,65.00135846,132.7202126
P56182,77.56666667,169.9295388
O00400,39.56956087,171.755665
Q9Y3B7,62.64560929,151.0924004
P51398,69.76004043,141.9767772
P52292,50.72619429,150.7205905
P14854,77.56666667,189.0009039
Q9BVP2,44.24446602,162.7642179
Q8IYS2,69.33273686,155.9081962
P14927,34.54207125,186.8706658
Q5HYI8,52.99926982,139.5549601
A0A0U1RRK1,71.76448733,146.5552552
O96011,14.67253488,166.98291
Q9Y512,73.46807415,148.6197433
O15118,66.81666667,145.7561727
O43809,50.39089107,132.2489527
O14949,72.08056569,158.2427642
Q13563,37.88225333,216.623559
Q9BRJ6,70.61053788,162.4381346
Q96EY1,66.13572877,136.838007
P05114,76.8226959,194.5343013
P20290,38.16859291,105.3242847
O95674,53.28317222,128.967659
C9JYQ9,54.3459384,159.8287923
P48651,26.89465169,197.143761
Q9Y6K5,75.71633381,171.5064369
A0A1X7SBS4,60.52315304,202.3327686
Q9Y5V3,6.708897005,153.2996202
Q7RTV0,47.57221258,136.127522
Q9Y3B4,41.05147129,192.5090167
Q9NTI5,63.72268203,166.0629162
A0A0G2JJD3,32.25629179,122.9310966
Q8NF37,49.80461099,195.224425
Q9NPA0,68.82511637,191.8808261
Q15269,60.99017336,166.0629162
O95205,15.51055875,105.913506
K7ERC8,68.23533608,140.7910118
Q9NRP0,17.87854514,242.9718227
A0A0A0MQV6,25.35782138,203.7651282
Q92572,49.29671449,114.5626528
Q9NX24,62.10630059,149.1000458
O60507,51.18207251,136.2600973
P16220,38.72097382,201.0441096
P08651,70.3962917,189.3529256
G3V4T2,27.60271971,202.8059102
Q86WV6,65.33040719,173.9552135
Q9NUQ7,45.63811272,146.1005767
Q3SXM5,85.93097706,236.3653913
Q86SF2,56.49606918,143.1875757
Q6P1M0,70.98333333,144.6346224
Q9NUI1,34.24592465,95.08171239
Q13823,45.98794281,138.099817
P51970,46.99639566,177.0976841
Q16186,39.6581932,85.16666667
Q9P2X0,39.91185215,141.2965694
Q92688,41.76863873,91.50454588
Q9NXE4,67.58937738,135.4362151
Q7Z7H5,42.33112748,196.3016102
Q13243,64.65828763,213.4785049
H0YEH2,44.61306303,153.8391038
O75531,39.6581932,289.1133357
E9PPH5,28.61515134,70.19884518
Q13505,53.97808961,143.6925079
E9PNM1,24.56097515,138.5110517
O00479,27.32847643,247.5429592
K7EMM8,40.20448601,207.6754924
Q9BQ61,43.92058763,148.0546471
H7C2T5,9.00426764,309.3223607
P01772,12.00154037,27.23579391
O95104,66.37771377,140.8933067
O95298,61.20028911,146.2787664
P47914,19.18945643,223.8867814
O75915,56.38340108,204.2265945
J9JIE6,59.77529633,210.3149136
Q9H0U3,18.93069594,237.4732089
P42766,45.33217878,258.8786347
Q9Y6C9,21.53100747,185.7329663
O75494,62.70203428,225.2973169
G3V583,47.21674628,153.0383281
Q15061,50.86654805,171.0889726
A0A024R216,25.96981318,179.1425211
P82912,34.7611275,214.1301536
Q9NWB6,63.72268203,142.1807436
Q6ZRP7,70.68333333,150.4141204
Q16647,50.72619429,132.4344385
H0YG20,65.25290599,138.5110517
P45973,34.7611275,282.5267612
Q9NUM4,51.67020047,121.9131901
B1ALA9,39.91185215,91.31473728
P05204,16.60374659,370.2358532
Q9BUR5,22.11527386,189.8843846
Q92947,20.76498781,60.50508743
Q13123,45.45971293,144.2525383
Q96EY7,25.83322251,137.8400892
P61927,35.09535398,283.8344971
Q99470,37.40170993,106.1137231
P07305,14.39140663,390.1265881
P46100,66.1729359,132.3836679
Q9BYD1,49.92821263,138.5110517
P57105,19.39527996,45.64171342
Q9HC07,42.33112748,186.2451306
P78346,63.18384895,142.4118959
Q9HD33,36.40070423,174.8316327
Q6ZNB6,67.25216657,136.0039337
Q9Y394,59.49697332,163.2887748
Q8WVX9,53.51720143,276.0933909
D6W5A2,34.54207125,80.39285601
Q9H2U1,59.25120797,129.5492441
Q9P2C4,44.24446602,144.5560898
Q8IZ81,58.10618244,128.5838756
Q13547,20.40703853,154.7820662
Q15388,41.40232757,203.7651282
Q3KQU3,48.35035409,152.9065846
Q9P291,25.53005245,153.1553857
Q96AQ8,56.49606918,130.808444
O43837,22.41168546,73.19415466
Q01081,50.06173556,205.1716227
Q14739,77.56666667,187.5712723
Q15904,47.10831155,127.423356
P26583,45.98794281,242.9718227
Q9UDW1,65.11574088,135.8938459
O75179,58.65392857,153.5037091
E9PF49,49.11170051,194.2229517
Q8WVM0,14.7973465,182.7833792
D6W5Y5,35.40074688,281.0112803
Q5JXX2,59.38676326,140.4619681
P24928,59.25120797,137.9544901
Q9BSC4,73.74435737,183.7690241
P56381,22.77916212,98.08493707
Q8WVV9,27.89844966,155.1563982
P15954,36.25720481,193.3922264
X6R631,24.18343411,120.8838028
O14662,58.96330707,149.1903848
O75380,47.85962324,127.3033068
Q9ULG6,52.28843676,154.0923067
Q8NI22,57.8062998,150.2964722
Q92922,56.38340108,117.5176546
Q8N5M9,18.09202938,121.2252441
H0YMJ0,39.56956087,184.3197166
Q8N4V1,37.72422603,200.7357086
P30536,21.53100747,161.4632891
Q8WWX9,32.0267862,83.50440191
Q9NX00,62.18595914,126.5516455
Q15629,52.09666156,148.1820641
P00403,65.11574088,139.9541935
A0A0A0MR51,56.16324742,173.9552135
J3KRZ8,59.25120797,129.9961583
A0A087WXL0,33.27358085,78.06666667
Q96I36,24.88622671,189.5631379
Q7Z3B4,51.53450184,122.1325905
B7Z5R6,80.19733985,244.1606317
Q9BRX8,69.22076715,219.781146
Q8IUE6,14.55349213,250.8691266
Q13795,75.11913187,151.0924004
J3KPT4,69.5779343,158.8161087
Q13595,92.40268889,198.2802351
P53597,26.50333,83.31697654
P17535,74.48112175,150.8957887
G3V533,61.40914639,140.1243728
Q9H4A6,60.41521493,124.4116364
Q99459,41.05147129,128.1216199
O00291,31.23667496,65.98420793
A0A087WXD1,58.10618244,150.1087786
Q9GZT6,66.65,159.0595219
P56385,29.57828643,229.0460719
A2IDC6,15.33177163,215.202461
Q9H061,54.67273889,152.6978494
E9PIN7,67.63814275,161.655488
Q9H0J9,60.86583087,146.9963911
Q86U38,71.37597454,149.4498709
H7BZW6,69.16955814,154.5568152
P19532,62.96698814,164.565385
P62861,15.69928594,295.3687598
Q9BXJ8,19.63247486,269.2214709
A0A0A0MQZ6,25.35782138,223.3558492
Q9BQQ3,37.88225333,178.622629
Q9Y5Q0,75.18826043,158.8161087
P60468,55.11120938,183.3640205
Q9BXY0,47.77383698,135.2814605
Q9H490,28.10473481,145.4847556
Q9BVG9,28.73545459,155.6856342
P62273,30.42382767,244.8997568
E5RH51,41.29500451,185.3143907
Q9BSF4,56.81568631,143.2706786
P62304,36.80604696,106.7720449
O14967,73.19928034,249.8430304
Q9BYN8,56.01378821,130.808444
A0A024RAC6,71.9462709,150.5596538
O15228,52.28843676,173.9552135
P24390,9.983621084,239.6849681
Q9H7Z7,25.53005245,127.8128529
Q8N3U4,50.66087111,142.4118959
Q9Y5J1,63.97766528,190.3790498
A6ND22,52.09666156,151.7416667
P19447,83.13145825,191.3815043
C9J719,29.46402502,184.8800766
P57088,52.38818047,154.0237961
A0A0C4DGS0,6.708897005,161.1022861
D6RAN8,7.895813701,287.8504627
O60725,64.80349383,181.2464689
Q9H7B2,40.20448601,205.8342837
Q49B96,30.61657068,110.5900239
A0A0D9SGH0,67.58937738,147.2157295
Q6PK18,58.85163513,122.0583333
P25490,75.9748621,178.3660845
Q96C01,23.80624271,80.68333333
Q9HAU5,58.85163513,125.218155
P15407,49.49256649,258.8786347
Q9H2D1,46.56025693,156.4385127
O75691,63.18384895,217.3298522
I3L0R8,55.36495323,151.0924004
E9PI99,12.1807473,102.2671804
Q29RF7,54.2102194,164.3980429
P56378,69.45,159.6481403
K7ESG5,31.52614493,77.770645
A0A2R8YGH5,49.19488377,111.55
H0Y4V9,26.89465169,103.3820986
Q8NBM4,54.81919179,117.1990519
A0A087WU02,54.3459384,148.1820641
A0A0A0MRS4,68.91698066,147.315668
Q6UWP7,59.49697332,211.9716532
Q99595,37.40170993,232.7761364
P41214,23.45109025,122.7232006
O60337,55.58708501,115.1968888
O60831,58.10618244,143.5988381
Q96RD7,85.05197887,190.1497798
O14523,78.85605129,161.981383
O60287,48.19519916,138.7846518
P61964,63.18384895,129.8131882
Q96I25,67.51496246,140.1243728
Q6P3W7,30.96134348,107.1464328
O14561,29.21917285,138.9831391
Q16678,93.16138289,263.2705203
Q99943,48.8389119,121.7611242
Q5T0V2,28.10473481,125.1221731
Q92575,62.8300708,145.4847556
Q9NRA2,43.17774165,132.9567418
H7C0G1,34.54207125,229.0460719
P20585,60.59533462,128.7330716
Q8NC60,38.63703184,180.5459815
Q8WYA6,26.50333,129.5492441
P52298,28.61515134,133.6198654
P29728,73.9,232.238977
Q9NYV4,15.10494083,220.5192269
H0YL22,80.08262801,167.4982521
Q14410,16.36614408,152.026824
D6RIY6,31.4035946,139.2760831
F8W681,32.48406868,154.9945039
Q14249,78.38388076,163.0650795
E9PPI7,18.6686231,283.8344971
O95167,79.71406143,159.9583663
P07225,11.76315702,25.0245894
H0Y650,48.0323939,107.25
E9PAV9,51.91563358,183.7690241
A0A1W2PNR9,13.87340803,218.7162313
Q8N5K1,61.70936833,193.3922264
E9PCW1,29.78976585,152.820158
A0A0C4DFS6,55.58708501,130.485955
P62314,54.3459384,133.1666667
Q5QJE6,58.10618244,160.1504987
A0A0A0MRJ3,27.05153608,100.3958532
Q96EL3,18.6686231,153.92961
Q9HC52,27.72209481,302.4093877
Q14746,46.80735872,112.5018674
K7EM09,58.53880667,204.2265945
Q5T760,64.25338822,132.5268344
Q8IY21,96.54657206,240.1140916
Q6P1L8,44.09386776,128.8307467
Q8TF68,29.97416379,181.2464689
Q8IYB8,51.18207251,110.3109349
Q4TT34,60.30893886,125.1221731
Q8IUR7,25.20102504,85.7
O14548,66.72290526,206.7567219
O15234,49.80461099,210.3149136
Q9NRX2,24.42041591,139.2760831
Q5VYS8,29.31603346,128.4241577
Q6P1A2,58.2210492,158.8161087
Q6Y1H2,7.242465466,220.5192269
A0A087WWG9,39.20302908,119.4582855
Q9H7E9,53.97808961,151.4939724
A0A075B6I1,5.275731319,21.48107322
F8W8H5,44.87031138,134.4538384
D6RC14,57.5229637,127.0152601
Q15554,26.74811755,144.452014
P16260,61.14191412,181.7350187
Q9BV81,48.69440582,144.2525383
V9GYN2,60.13879122,178.1420493
Q86VY4,80.9617879,164.3980429
Q8N2H4,45.78333333,130.9837135
H3BQQ2,13.63256071,98.43807719
Q3LIE7,49.11170051,121.4131268
P03928,13.75149478,230.2914648
Q9Y217,53.77918412,112.1830957
Q01850,24.03713046,92.37396692
A0A087X0M4,30.24257858,101.6898119
Q7L8L6,15.87033696,84.14818631
Q7L0J3,78.75354248,175.7980274
Q8IXM6,44.24446602,200.366593
Q8IXM3,48.8389119,202.1039448
A0A087X2D5,39.35863151,120.5578746
Q68CP9,69.79760553,177.2093445
F8WCH9,24.42041591,104.8160062
P00156,52.09666156,163.5667334
O43159,66.81666667,143.5988381
P46013,47.36787831,151.8708843
Q8NEJ9,62.8300708,173.0671864
H3BP08,77.77722791,172.0574319
O43299,17.05191025,103.8803045
Q9BX59,18.93069594,175.4274951
Q92784,29.78976585,178.1420493
Q5W111,52.28843676,167.0812248
Q8N8R3,75.18826043,150.4141204
Q12899,31.7566393,147.4490602
O14521,17.45574558,267.34484
P85037,59.58461405,161.1967936
H3BQV3,30.96134348,82.12088174
Q9UDY8,41.05147129,91.5584293
B7Z3R2,30.79684987,175.2135385
Q9BVK8,61.86269711,135.7608257
Q9P013,42.09059333,97.00753433
O15120,71.37597454,190.957554
Q9P0S9,61.55312114,154.2366305
Q92917,15.99986104,117.5741403
E9PC61,54.81919179,143.4038223
Q9NPE3,45.63811272,166.2432315
Q8ND56,64.88593468,140.8933067
I3L1I3,54.81919179,130.7071725
Q8TBP5,53.12488566,142.6534075
Q9NWT1,54.2102194,347.0710748
Q6ZWT7,22.8508667,139.5549601
Q96EL2,36.62818399,109.8345237
E9PRZ9,28.98307583,68.63655777
B5MC59,51.67020047,122.8600908
Q9BXX3,35.92586886,116.0166667
Q8NBU5,67.63814275,159.8287923
Q9Y241,12.00154037,194.0993615
Q96EH3,23.80624271,90.43375388
F8WF16,51.05811874,162.135459
Q9P2K3,50.23301758,128.967659
Q5BJF2,30.61657068,265.1801753
Q9BXK1,68.38349144,161.8539415
E9PIQ7,18.2543476,82.71657908
Q9Y5T4,14.39140663,40.42108939
O95503,45.63811272,233.273699
Q9UFW8,46.22995089,187.5712723
S4R386,18.44576848,121.7968237
F8VRE8,48.5821304,195.527567
Q68CR1,33.06239245,141.448383
Q8WUY1,17.9899954,290.6380856
Q9H5K3,8.748457477,126.0866797
H0YJJ8,40.71491692,93.68933882
Q7Z7H8,26.27526613,175.7980274
Q9NSQ0,27.05153608,133.3890444
J3QL56,56.95363192,128.967659
J3QRE4,55.11120938,163.7259899
Q17RB0,36.03005598,100.1766184
Q15291,59.97160976,146.9963911
Q9UER7,69.45,162.7642179
Q5TBP9,26.50333,137.1444588
F8W8T7,61.70936833,165.258869
Q9NYH9,50.66087111,134.5890259
Q8IWV7,35.20976378,82.71657908
Q9BVC4,20.13149375,124.1919981
H0YDQ1,58.7341712,154.5568152
H0YCV3,58.65392857,156.5856408
Q9NP66,47.21674628,272.6134031
Q9H2K0,32.77155033,171.2969067
O75794,46.22995089,132.3358861
A4FU01,62.55198932,160.3920202
A0A140TA86,12.0894616,212.8757251
Q9ULT8,19.39527996,48.48857767
Q16656,22.63547016,171.9489801
P59826,76.29346684,158.2427642
Q32NC0,47.57221258,256.7318308
Q96L50,110.8166667,298.2519507
Q9P0U1,62.27789962,165.8512649
Q8TCD1,38.16859291,192.8245753
L0R6Q1,35.20976378,169.031014
Q6NUQ1,55.36495323,119.0533628
Q12872,51.91563358,187.2267114
P43155,35.73947335,106.1137231
E9PKE9,37.40170993,158.1682397
Q9BXT8,13.2898076,293.3408523
Q96S44,42.44713629,114.0619923
Q9NUL7,77.77722791,164.8661439
F2Z3A6,56.24195399,163.4718473
Q9NUD5,59.25120797,194.5343013
Q6PI48,37.40170993,129.2667837
Q9BZX2,31.23667496,83.50440191
Q86VD1,110.2669616,270.8329591
Q8WVT3,56.01378821,124.4116364
A0A2R8Y5N3,37.40170993,260.9191158
P54284,27.1604142,317.023457
O14874,52.87957066,156.8335649
E7EWB4,92.68466452,315.6746196
