Accession,MSC-exo-1,MSC-exo-2,MSC-exo-3,MSC-1,MSC-2,MSC-3
Q9NW81,220.7296765,142.7578222,91.5900761,39.94878818,47.22063439,47.10731369
Q99808,158.0173487,122.3730399,174.6053145,39.16887937,49.00079137,77.11116618
A0A0C4DH25,268.5183688,178.3653558,72.32021058,13.99072741,13.08638022,13.1282038
Q8WUH1,174.8453669,131.1218112,117.9128364,76.28497642,58.51445688,54.65910255
A0A0A0MSV6,201.2056051,184.346315,99.59083411,41.10198883,41.00010751,43.05583827
Q5VUB5,161.0901989,121.0171313,201.6581084,34.98475732,43.01782969,60.89226367
Q92629,158.455347,111.2045026,152.8456284,65.7920303,69.30833333,48.11736585
Q9Y240,144.0140885,107.0315103,203.9814848,56.13464225,47.3497474,50.1032073
Q8TD55,159.6119223,92.650204,196.4439492,68.32475828,44.10909493,40.63465458
P21741,181.3332477,167.0176771,207.3953396,13.79807669,19.78559639,36.08149471
P36268,152.536051,96.73034714,176.1249588,48.96616456,54.73940287,77.48424003
Q92777,182.8566613,123.6895767,164.816577,42.20397601,45.46522609,54.76464113
Q3ZCW2,203.970045,215.3333875,100.1666667,32.75481873,36.60798834,24.68989621
Q641Q3,157.4759457,185.6871983,128.1466017,47.13644586,42.36624492,67.10572187
P10643,175.6958465,139.2914918,264.6863601,10.43575521,10.55534549,16.60162444
P51688,136.7120907,138.5164591,137.4232296,60.0343005,70.87707515,74.91666667
A0A087X246,149.9719552,92.13387736,189.7393937,67.62723644,50.42901324,51.3382709
J3KSD8,168.2053252,134.4599882,131.6066094,82.11656909,56.33549525,41.88689142
O95379,161.1706186,177.0393115,129.2956174,68.702719,49.42170917,35.40706096
Q96P53,142.9955513,104.0001597,170.1275793,74.63385325,46.51871972,70.28356433
P48740,215.6339986,173.6097181,179.5775182,10.43575521,11.72428784,10.61796149
A0A087WWW0,108.7570343,207.2218404,162.5112235,49.82262112,36.68561538,44.51868891
G8JLG2,162.136388,118.9080465,147.662391,61.26666667,71.88708336,49.42170917
A0A1C7CYZ1,144.693491,102.5768655,164.6631501,68.85197331,60.61118099,63.2836553
Q8N7R7,98.44463276,130.2368419,181.2627024,52.08196698,67.23333333,72.73316052
Q99988,123.0475197,179.049618,131.8557072,37.69268426,66.38380214,82.89675953
Q96DD7,138.5983243,148.2056748,139.2052713,54.52144511,76.88333333,63.91815414
O43567,130.2080376,178.2554794,127.0281223,55.36862644,54.04223664,76.20978023
P0DPB6,140.2190608,194.8452002,109.1961597,64.48085801,44.19950915,69.44097465
E7ENY0,140.4265858,120.851538,169.7537734,77.59313865,47.81443062,54.89858948
H7C3Q6,119.2711985,138.727787,212.878474,46.57840892,41.00010751,56.99396975
Q8WUA8,174.5001184,204.7108857,108.1941476,47.70069177,43.54010618,38.6636665
Q96FJ2,193.0913726,137.7425725,136.260633,42.72928655,43.28695451,63.82090406
Q96JA1,160.0231977,163.556547,142.7299568,51.35459339,47.61492137,59.28283051
Q6ZS81,177.5406961,199.0416997,164.816577,26.73648575,23.45116774,34.15620734
Q13449,197.5280547,187.3710755,121.3959122,30.46839345,39.79762601,38.80089364
Q86YZ3,144.693491,103.1131277,255.2382652,38.20016063,29.79082032,40.2788004
A0A0J9YYA7,130.9809479,113.9233443,162.367676,61.64122851,52.71322506,86.55087147
O95363,117.9054534,109.0938099,181.4504137,53.89641889,57.47949954,81.53272113
A0A0J9YYI4,146.4632046,218.030147,163.8084801,30.693289,30.46839345,38.12188243
Q9UHI8,203.782056,166.3164046,106.2385438,34.6214166,31.79032393,80.14205141
Q69YL0,173.4762552,139.3413005,110.3756263,54.01558526,63.28333333,79.43723486
A0A087WSY3,186.6627767,272.7620844,123.5885257,8.983953346,10.43575521,10.82095772
H0YB99,168.2053252,143.5203197,103.8811952,70.20855587,61.57056533,71.61858274
Q9P2E9,68.25777936,48.11532729,35.09535398,149.922344,92.47461785,176.7527466
P02545,52.10813951,53.5009071,42.09059333,108.8280758,170.3334263,147.9455541
P11021,55.39168963,56.01349206,54.81919179,165.4596331,146.574616,112.0757159
P27816,70.17367191,50.73409563,68.69215599,158.3100116,117.5741403,117.1990519
P27824,38.71987632,39.73239955,33.82812589,82.73200063,186.4994935,206.283566
O43390,48.81527311,46.86923332,54.2102194,111.8773717,113.607614,201.7045181
Q12906,44.50287115,52.12972547,53.51720143,116.5404522,110.7193275,194.9614654
A0A087WTT1,57.89074347,57.71930414,70.3962917,106.979438,128.4956406,149.9019903
O60506,25.53051383,46.58578932,70.9,132.3358861,121.4005754,153.5037091
P23284,74.57639549,52.4247728,58.32528342,168.5815894,125.725001,113.4020298
Q9Y5M8,47.95346757,36.11776016,49.29671449,83.54871829,220.89892,163.0650795
Q96AG4,21.95005119,20.54779085,24.18343411,89.9074662,226.9302782,207.306482
Q12797,37.260547,51.31993522,83.38754635,98.43291281,148.7812698,143.0421356
Q13310,46.11464996,82.74121649,39.45016642,116.0083333,116.3583333,171.0889726
Q14103,22.54681653,62.43283188,42.33112748,127.2611578,122.5177549,184.6411689
P06748,23.22008975,36.44243205,20.5631165,165.7202272,104.7596011,209.5662957
P20042,42.2563882,65.0172219,57.14461439,111.8773717,137.5774965,154.3441811
P39019,19.75344773,43.59917449,35.92586886,107.9897803,134.5427633,239.3156742
P39023,57.49314923,51.31993522,43.17774165,99.33954364,131.7206668,201.4243387
P13010,62.65476463,78.07590255,46.99639566,134.0777236,98.3709407,151.0924004
Q15424,61.42720635,56.48128301,61.55312114,106.9134703,106.6727697,184.4775887
O94826,46.11464996,67.58309647,52.50923727,88.33249976,173.8415285,154.7820662
Q9NVI7,43.49801208,38.32151781,68.82511637,82.5,166.3149427,176.3038224
E9PPJ0,58.12172626,49.65857351,52.50923727,143.2153145,92.36666667,172.3244147
H3BRG4,65.81110437,38.51129248,72.59434389,89.94166667,137.5774965,167.6537772
H0Y5F5,25.08414978,52.90040945,34.03293711,158.9240925,119.1662153,166.5229341
P21964,38.71987632,40.58570028,43.02230129,83.98149374,165.3383873,217.3298522
P05388,15.97130462,49.35405078,38.51210378,110.195452,159.3793223,189.0009039
H0Y449,63.18343234,64.41305215,61.26666667,109.252656,114.4692539,162.7642179
O00116,59.32167073,67.11947236,48.5821304,130.4369438,134.9809004,135.7608257
O75489,39.90812843,62.43283188,59.97160976,90.07509071,166.3149427,157.5440858
O60841,53.29160829,67.11947236,60.99017336,129.0665158,126.9804241,137.1444588
B4DY09,20.11079968,49.35405078,40.55236433,138.9454968,118.1999276,193.0868597
D6RBZ0,31.23404414,46.41674193,39.20302908,145.4634614,115.1907704,182.3592572
B4DR61,44.50287115,45.35536195,44.61306303,85.44721362,200.4806081,170.7913981
P40429,43.98433553,55.05487027,42.09059333,97.80835962,133.1078827,213.1205907
P83731,45.10105567,57.96488446,48.19519916,98.87737672,128.4956406,203.7651282
P32969,32.16240453,56.48128301,44.87031138,107.4566427,136.4883554,189.5631379
P61313,51.49910345,54.1815575,42.20280696,95.36589284,132.8249383,211.4300544
Q6NUQ4,45.40634825,59.96694735,61.86269711,88.73487266,153.0796318,170.5697907
P05387,25.53051383,28.31742796,22.41168546,122.7471012,149.1253695,210.3149136
O43493,54.91862956,66.15,55.11120938,92.41491981,140.1850646,173.0671864
O75477,59.06602035,53.02582846,73.74435737,85.92965802,155.6263225,150.7205905
P30050,46.51526795,49.1523534,65.54291851,96.2893526,135.2002606,180.5459815
P08621,63.51786194,69.7759377,41.05147129,123.655472,95.00254109,182.0294255
A6NLN1,29.08033003,32.03119028,50.77867315,128.3553009,130.7071725,183.3640205
D6RBQ9,51.25971972,44.58534607,21.28781097,126.5605803,123.9880722,205.8342837
O95302,57.49314923,66.69475179,73.9,162.731925,157.0383939,90.40111303
P52926,8.73854926,32.03119028,17.194289,83.82965984,213.3504567,262.5678281
P55145,24.74877182,17.61145615,46.22995089,276.0933909,145.287692,109.2923066
B4DLN1,46.11464996,32.2613265,46.99639566,125.1999942,164.3580528,147.1482272
P62277,37.89469431,48.26496393,36.40070423,95.99833206,141.7222627,226.7047108
P27635,59.97382528,45.35536195,38.16859291,108.8280758,125.424335,202.5808743
Q9NP72,26.19116251,48.82512836,51.67020047,101.9187161,149.1253695,187.984768
A0A087WUC6,35.5963627,51.13800222,57.23951634,88.14652206,191.4169317,156.2764409
Q9P0I2,37.89469431,35.05807919,47.21674628,77.16350943,216.4236407,185.3143907
P20674,16.59551962,15.45579886,24.69470088,80.76932646,239.3156742,248.2303375
A0A0A0MSK5,47.22380797,49.65857351,57.37878725,92.85833333,149.7488235,180.1611309
P84098,63.68193371,65.32479462,59.68255817,101.6259176,123.153675,165.5734039
P62244,13.51079359,60.86128731,31.52614493,99.56467192,146.8740892,229.0460719
P84090,33.96884921,56.13067903,46.80735872,149.0396235,110.8254102,163.5667334
P47813,9.309301312,40.26050977,27.32847643,279.2157595,118.1999276,132.5268344
G5E972,35.37950279,48.35286693,74.20071852,96.2893526,126.6385208,185.3143907
Q92520,48.81527311,63.1467317,63.72268203,89.76056139,176.6571858,142.259147
P49207,22.15810301,61.85615458,31.8540822,109.6133526,128.2012199,224.8249821
O14617,48.59401851,60.5083985,74,127.7612047,134.4732309,126.6540066
A0A0A0MRM9,63.18343234,56.92611312,64.25338822,152.6978494,81.11860744,150.4141204
P60866,42.2563882,77.18578935,43.92058763,119.8491866,134.0241188,149.696744
O00461,41.75181102,34.20030008,44.61306303,96.60257576,176.6571858,176.5151033
Q15363,31.49035483,60.5083985,41.76863873,88.07455445,201.5974763,162.4381346
P21912,60.24480776,68.27165178,49.29671449,93.67431946,166.5229341,146.8740892
P51571,49.3695026,42.18688929,59.38676326,80.76932646,166.3149427,187.8226726
P47985,45.10105567,28.90491906,55.85,99.88601402,160.1860873,177.6476395
O00217,46.97862869,53.77944225,60.30893886,80.97111834,165.5135091,179.4137805
O00264,56.93475684,68.80212313,60.7247909,92.36666667,156.3656997,147.315668
Q9UNX3,28.62838759,30.21208198,52.99926982,104.0852869,129.1610061,231.6616386
P62081,39.024585,63.28333333,51.34483414,97.16666667,148.3901699,175.0906528
P18031,43.98433553,75.96447454,50.86654805,116.8969518,172.6139813,122.7746359
P63173,17.45432639,47.8105783,47.10831155,195.224425,89.65552876,165.5734039
Q9Y295,12.67915015,66.15,68.57847899,178.5319744,112.1830957,126.6540066
Q8N6T3,41.75181102,53.77944225,67.25216657,143.0131254,157.4337718,115.2672638
E9PKZ0,43.49801208,48.82512836,57.4778485,97.85778981,140.7910118,186.8706658
P10620,11.9725335,35.63591834,24.56097515,104.5456635,240.1140916,169.6663734
Q9BYD2,49.3695026,48.52704116,56.49606918,106.0400945,154.2733757,155.9081962
Q12981,32.62316615,43.59917449,55.11120938,84.8021468,186.8706658,176.150093
Q9P015,16.99379973,20.06105426,36.25720481,106.6420385,183.8991597,199.1342725
Q68CQ7,51.25971972,68.06826693,65.65896024,107.3471908,139.7516276,141.7222627
O14656,52.40455214,68.06826693,59.84908349,96.41735988,161.7604293,143.2706786
H0Y368,20.86261388,36.11776016,49.80461099,80.11603417,228.9165091,181.2464689
P37108,35.5963627,38.96577045,58.10618244,125.6489985,107.5657189,195.527567
Q13247,28.62838759,76.23359831,41.05147129,132.6920609,93.24834355,189.8843846
P82650,68.74250274,44.58534607,73.43145285,99.08015474,131.8775729,152.6978494
Q96M27,35.09110076,65.48210572,45.33217878,158.9240925,143.5771963,123.5684865
Q00765,44.27135543,64.62476849,56.95363192,90.43007053,183.2047639,145.4847556
P62899,55.81112343,71.38910762,36.62818399,103.8803045,130.5361553,180.1611309
Q969Q0,53.66368484,54.51094057,48.0323939,93.35371003,149.7488235,182.7833792
Q13405,65.49114316,48.35286693,48.0323939,100.7083333,158.8161087,155.9081962
P49458,22.32363018,24.51963233,32.0267862,149.4752133,95.98575797,251.7102721
Q9Y224,49.12076957,51.46946846,52.69143614,133.7586881,146.3452614,136.6321165
O15260,65.16541788,33.44025435,46.47452259,82.96052035,194.7448358,166.98291
A0A0A0MQX8,33.96884921,69.45776207,48.8389119,220.0069345,137.008338,102.5453506
P09012,28.35437989,29.7926046,22.04586413,162.3571693,107.4343959,206.7567219
P09234,54.52210396,76.51852541,54.91686151,141.7222627,93.48709528,148.4690499
O43678,73.99939769,32.48844684,65.54291851,97.41973807,167.4982521,137.9544901
Q52LJ0,21.59202611,82.5,53.77918412,157.1944599,118.0834445,131.5263642
O95299,20.11079968,32.48844684,27.89844966,79.66511024,198.9409286,246.4863604
O00483,35.93689251,29.16002751,24.76455613,76.403981,200.8795659,245.8192743
A8MWX3,11.9725335,60.29543136,74.36102896,196.3016102,151.0630254,98.5880803
Q9Y3D9,34.63004442,46.41674193,94.09679822,106.2989288,132.2489527,141.1060195
Q9UNX4,65.81110437,58.12248426,61.55312114,110.195452,106.525074,172.6550567
P55769,52.94713548,36.11776016,30.725564,198.6265802,120.1373771,137.3812141
P46778,25.08414978,41.70994909,31.94404953,112.3960164,133.8690547,227.8535101
K7EMH1,63.51786194,53.5009071,62.8300708,98.04166667,132.6739853,166.5229341
Q14728,55.06382377,28.04724912,43.48875002,77.2357899,193.5785132,196.6172823
H0Y5K5,42.53866724,40.84234914,43.48875002,94.33614059,195.1439967,163.0650795
F8VYN9,11.34111973,15.79971138,66.1729359,130.7943245,230.2914648,125.1221731
Q9NZ01,15.15983875,19.97780947,20.66035268,93.35371003,193.5785132,251.2691311
Q9Y5S9,81.43751262,49.88482778,49.11170051,136.6321165,103.1918238,150.8957887
A0A0C4DFL7,16.49711564,35.79990592,71.62720887,80.438668,169.9825476,194.3391439
Q8IWA0,75.54627976,54.29136122,51.34483414,121.9131901,98.76666667,172.1411157
Q9UH62,11.9725335,35.05807919,31.68503193,102.5453506,250.4034986,161.1022861
P29084,50.68578468,64.34983505,69.76004043,117.366192,109.2758871,155.9081962
Q9NS69,19.75344773,11.43561321,17.69254771,105.8138623,194.7448358,242.9718227
O00505,58.67164878,78.44537863,56.38340108,169.7098154,103.8863738,118.9986921
O14647,44.50287115,75.35594332,68.82511637,103.0961746,118.6972623,160.3920202
C9JA28,48.26953236,10.13982858,13.38554118,86.48779782,267.34484,215.84198
Q9BYD3,70.53135956,52.4247728,65.00135846,107.1255936,152.22944,132.7202126
Q9Y3B7,51.49910345,49.65857351,62.64560929,106.133795,149.4839965,151.0924004
P51398,32.62316615,39.59147556,69.76004043,119.8491866,150.6716103,141.9767772
P52292,29.08033003,31.51980557,50.72619429,207.0366479,93.24834355,150.7205905
O43809,47.22380797,83.57731732,50.39089107,159.4933074,101.3518191,132.2489527
P61009,15.52806257,40.58570028,78.2849587,91.975,188.4663022,147.521721
C9JYQ9,45.74716341,62.96761313,54.3459384,147.7245463,96.82939246,159.8287923
A0A1X7SBS4,48.59401851,42.74970041,60.52315304,97.03568066,128.2012199,202.3327686
Q9Y5V3,79.07596115,56.92611312,6.708897005,147.521721,134.791746,153.2996202
Q9Y3B4,47.47888305,70.68333333,41.05147129,127.2611578,94.57007834,192.5090167
O95205,20.39244563,82.62339118,15.51055875,191.5019948,184.8800766,105.913506
Q9NRP0,14.54926786,6.393559024,17.87854514,93.06580298,266.1692129,242.9718227
P62072,62.98903639,53.5009071,70.07331449,131.6288066,154.9517596,112.7686055
Q13823,72.42745783,69.7759377,45.98794281,143.7615852,106.6727697,138.099817
P51970,27.25590641,53.77944225,46.99639566,85.22283013,191.4169317,177.0976841
Q5QPA5,36.3806593,45.35536195,82.88387662,95.90797354,141.4079212,156.8335649
Q9BQ61,63.86666667,58.69332313,43.92058763,158.0599317,98.96207913,148.0546471
H7C2T5,5.713994236,16.57646232,9.00426764,106.6420385,160.1860873,309.3223607
Q9H089,14.0323967,75.16066097,77.38047767,133.4660896,109.6714607,142.4118959
O95104,17.69522056,58.45,66.37771377,188.7597182,91.53167951,140.8933067
J9JIE6,18.27404897,20.37555015,59.77529633,79.46379411,194.4162737,210.3149136
Q9H0U3,20.39244563,13.35651974,18.93069594,76.13392795,281.77917,237.4732089
G3V583,80.78345735,63.50224035,47.21674628,91.73384754,147.9740128,153.0383281
Q15061,24.74877182,49.88482778,50.86654805,130.1590695,130.0481543,171.0889726
A0A024R216,37.260547,28.90491906,25.96981318,137.9544901,144.0697968,179.1425211
P82912,11.9725335,39.2729158,34.7611275,99.08015474,171.3896025,214.1301536
P48634,32.38640995,38.77068653,67.37835647,204.6763294,118.3673259,116.8797331
H0YG20,42.53866724,32.03119028,65.25290599,98.76906259,201.5974763,138.5110517
Q13123,53.29160829,67.68918031,45.45971293,176.2303865,87.96666667,144.2525383
Q9GZL7,35.5963627,45.09393618,82.58333333,142.7119092,110.5589277,137.1444588
Q99470,39.90812843,87.30828374,37.40170993,143.3503879,182.0294255,106.1137231
Q9HC07,33.06050478,23.83775121,42.33112748,79.66511024,238.1483077,186.2451306
P78346,9.309301312,79.7288372,63.18384895,137.360174,125.2322217,142.4118959
Q9HD33,49.56041679,76.11738949,36.40070423,98.43291281,142.1961568,174.8316327
Q15388,10.75079606,20.82146504,41.40232757,83.82965984,241.9428841,203.7651282
Q3KQU3,28.87614178,66.69475179,48.35035409,131.5263642,131.7206668,152.9065846
Q9P291,54.78657399,40.58570028,25.53005245,112.344305,185.7329663,153.1553857
Q01081,20.39244563,48.82512836,50.06173556,129.9815986,107.4343959,205.1716227
Q14739,43.98433553,32.48844684,77.56666667,110.195452,106.6727697,187.5712723
P56381,21.59202611,25.48006569,22.77916212,192.5090167,289.1133357,98.08493707
Q8WVV9,53.50318978,85.53727187,27.89844966,141.2965694,104.2991936,155.1563982
P15954,36.13230181,42.44421414,36.25720481,88.23333333,184.3197166,193.3922264
O14662,57.49314923,67.44850961,58.96330707,85.22283013,169.031014,149.1903848
O75380,53.82050295,39.59147556,47.85962324,120.8838028,192.949901,127.3033068
Q8NI22,47.95346757,54.1815575,57.8062998,136.2869925,121.1635868,150.2964722
Q8N5M9,30.59142157,43.59917449,18.09202938,134.2456445,270.1928542,121.2252441
Q8N4V1,44.50287115,25.17571585,37.72422603,81.58122123,208.1398632,200.7357086
Q96KC8,35.09110076,54.77296438,65.00135846,127.2611578,179.8699101,117.1019205
O75190,54.52210396,71.59888683,62.43348387,118.5264468,151.2135399,123.3760252
A0A0A0MR51,55.06382377,48.11532729,56.16324742,99.37062031,143.0131254,173.9552135
J3KRZ8,52.68333333,80.23333333,59.25120797,98.4799112,164.4853117,129.9961583
Q7Z3B4,23.81598334,64.22789842,51.53450184,182.7833792,130.8162871,122.1325905
P56385,10.42192513,12.32521123,29.57828643,83.65857927,265.1801753,229.0460719
A2IDC6,10.54405313,44.02666434,15.33177163,108.1900877,182.0294255,215.202461
P62861,2.81734818,5.272849604,15.69928594,160.7816688,125.725001,295.3687598
Q9BXJ8,16.21973393,13.74693696,19.63247486,91.30296906,191.8808261,269.2214709
Q9BQQ3,8.415751423,47.2378571,37.88225333,102.9877383,197.143761,178.622629
P60468,56.93475684,37.97778507,55.11120938,80.11603417,174.8316327,183.3640205
P62273,6.764872279,15.03494619,30.42382767,128.9500277,149.4839965,244.8997568
E5RH51,47.80455535,40.84234914,41.29500451,90.29053297,175.1224715,185.3143907
Q6DKJ4,21.26510867,85.53727187,67.37835647,150.0655624,145.7123013,108.4622154
P62304,43.49801208,55.05487027,36.80604696,159.4933074,203.6653505,106.7720449
A0A024RAC6,57.49314923,55.84461315,71.9462709,127.2611578,101.8858642,150.5596538
O15228,42.2563882,30.89473836,52.28843676,93.57438999,178.5319744,173.9552135
P24390,4.96119736,10.84168814,9.983621084,96.49184132,288.3905895,239.6849681
Q9H7Z7,38.27945553,70.51142979,25.53005245,154.87559,152.7241226,127.8128529
C9J719,54.28415385,55.05487027,29.46402502,80.588925,193.5785132,184.8800766
P17405,31.04794113,85.42259144,75.82994208,138.5205513,155.9504904,100.1031056
A0A0C4DGS0,6.023016422,15.27805781,6.708897005,133.7586881,295.3687598,161.1022861
Q14320,21.43869689,22.89923441,78.13294475,174.8316327,122.2863567,129.5492441
D6RAN8,6.434171644,17.79425853,7.895813701,114.2597115,166.3149427,287.8504627
I3L0R8,53.50318978,65.48210572,55.36495323,87.93843557,171.755665,151.0924004
A0A2R8YGH5,69.62944842,59.10274762,49.19488377,163.7992717,140.1850646,111.55
O60831,41.75181102,54.9037512,58.10618244,93.48273232,192.949901,143.5988381
Q96I25,62.98903639,36.72132594,67.51496246,172.3244147,87.20018747,140.1243728
Q6P3W7,14.16997937,44.97007821,30.96134348,255.7480253,164.8229955,107.1464328
O14561,26.69682796,11.59142547,29.21917285,144.5319379,227.3715255,138.9831391
Q9NYV4,20.64035601,39.2729158,15.10494083,151.4358391,122.1522758,220.5192269
E9PAV9,66.53786211,61.41274397,51.91563358,114.3647997,100.0569311,183.7690241
A0A1W2PNR9,18.74585114,10.45303666,13.87340803,102.9877383,248.2303375,218.7162313
E9PCW1,48.96758374,54.9037512,29.78976585,112.7686055,172.3244147,152.820158
Q96EL3,6.214826561,56.72668104,18.6686231,138.9454968,188.4663022,153.92961
Q6P1L8,70.90690271,69.24030176,44.09386776,129.6177144,138.1676577,128.8307467
Q8IYB8,77.16525888,28.59853349,51.18207251,128.7735976,203.1709194,110.3109349
O14548,14.33986622,21.00761772,66.72290526,82.81890604,180.1611309,206.7567219
Q4G148,64.76178293,47.2378571,72.08056569,141.815663,126.0576646,123.1718714
Q5T1J5,32.26840884,39.96861763,81.96523375,132.8560933,167.0812248,112.6505106
Q6P1A2,56.72483152,19.88026189,58.2210492,101.5086665,173.8415285,158.8161087
Q6Y1H2,4.045202955,8.899516704,7.242465466,93.96607754,331.4672364,220.5192269
F8W8H5,55.81112343,71.78355685,44.87031138,101.7016947,177.4410788,134.4538384
Q15554,53.29160829,60.13142195,26.74811755,152.7901512,131.548168,144.452014
Q3LIE7,36.3806593,52.4247728,49.11170051,193.7519172,129.0260011,121.4131268
P03928,43.98433553,31.51980557,13.75149478,79.39825254,226.1017274,230.2914648
Q9BQC6,45.40634825,61.85615458,68.38349144,125.8878625,148.5011889,124.5581625
Q8IXM3,22.45211622,21.54161307,48.8389119,106.6842406,158.2672156,202.1039448
P00156,53.97098383,57.96488446,52.09666156,87.31744186,169.031014,163.5667334
Q5W111,46.31431492,60.29543136,52.28843676,95.90797354,155.1333666,167.0812248
O14521,21.95005119,18.15411796,17.45574558,69.97554945,256.1164107,267.34484
Q9NPE3,64.76178293,74.60063391,45.63811272,102.3187569,126.1866241,166.2432315
Q9BXX3,31.49035483,62.80879031,35.92586886,209.8852745,133.2178269,116.0166667
F8WF16,71.07719226,57.26318701,51.05811874,130.1590695,100.1666667,162.135459
Q5BJF2,13.51079359,22.06319868,30.61657068,97.16666667,161.9329726,265.1801753
O95503,20.64035601,32.03119028,45.63811272,116.7197599,123.5643031,233.273699
S4R386,36.84733334,21.9251116,18.44576848,290.6380856,129.3493843,121.7968237
Q68CR1,37.67711042,27.64724951,33.06239245,119.1628162,220.3488408,141.448383
J3QL56,25.53051383,71.08320959,56.95363192,107.4566427,186.1333791,128.967659
J3QRE4,42.2563882,86.01666667,55.11120938,107.8519813,114.5067718,163.7259899
A6PVP4,22.79213268,67.34865379,69.33273686,150.2964722,147.5846107,114.3750241
F8W8T7,43.49801208,69.7759377,61.70936833,112,118.1999276,165.258869
Q9NYH9,62.18605996,67.53261075,50.66087111,147.1227134,115.8175617,134.5890259
Q9H2K0,13.86202691,65.95251592,32.77155033,103.5157061,179.8699101,171.2969067
L0R6Q1,56.43173111,51.46946846,35.20976378,87.27235476,189.8843846,169.031014
P43155,75.54627976,65.95251592,35.73947335,144.9730178,174.8316327,106.1137231
A0A2R8Y5N3,12.25382128,27.64724951,37.40170993,98.04166667,151.4939724,260.9191158
O14874,56.72483152,46.41674193,52.87957066,94.63194482,171.11989,156.8335649
