,ĞŞÊÎÎ»µãÊı
Unigene013408_01.p1,3
Unigene037502_01.p1,3
Unigene002759_02.p1,3
Unigene042943_01.p1,3
Unigene015357_01.p1,3
Unigene004406_01.p1,3
Unigene010874_02.p1,3
Unigene017929_01.p1,3
Unigene033981_01.p1,3
Unigene008966_01.p1,3
Unigene045386_01.p1,3
Unigene014668_01.p1,3
Unigene028816_01.p1,3
Unigene016151_01.p1,3
Unigene001000_01.p1,3
Unigene004556_02.p1,3
Unigene015307_01.p1,3
Unigene045561_01.p1,3
Unigene030403_01.p1,3
Unigene018580_01.p1,3
Unigene002904_02.p1,3
Unigene018272_01.p1,3
Unigene021986_01.p1,3
Unigene002931_01.p2,3
Unigene019077_01.p1,3
Unigene025092_01.p1,3
Unigene009627_01.p1,3
Unigene029234_01.p1,3
Unigene035371_01.p1,3
Unigene047270_01.p1,3
Unigene039035_01.p1,3
Unigene025423_01.p1,3
Unigene006362_01.p1,3
Unigene011012_02.p1,3
Unigene005913_02.p1,3
Unigene048145_01.p1,3
Unigene000192_02.p1,3
Unigene048771_01.p1,3
Unigene039945_01.p1,3
Unigene000159_01.p1,3
Unigene023555_01.p2,3
Unigene029440_01.p1,3
Unigene008134_01.p1,3
Unigene044883_01.p1,3
Unigene046299_02.p1,3
Unigene010846_02.p1,3
Unigene026058_01.p1,3
Unigene020205_01.p1,3
Unigene022353_01.p1,3
Unigene010934_01.p1,3
Unigene048563_01.p1,3
Unigene001500_03.p1,3
Unigene016262_01.p1,3
Unigene049558_01.p1,3
Unigene036326_01.p1,3
Unigene024112_01.p1,3
Unigene050121_01.p1,3
Unigene001255_01.p2,3
Unigene004804_02.p1,3
Unigene016248_01.p1,3
Unigene045008_01.p1,3
Unigene031374_01.p1,3
Unigene015962_01.p1,3
Unigene007082_01.p1,3
Unigene043328_01.p1,3
Unigene045046_01.p1,3
Unigene048870_01.p1,4
Unigene023844_01.p1,4
Unigene043974_01.p1,4
Unigene043591_01.p1,4
Unigene036112_01.p1,4
Unigene040204_01.p1,4
Unigene035558_01.p1,4
Unigene032067_01.p1,4
Unigene021415_01.p1,4
Unigene033839_01.p1,4
Unigene001729_02.p1,4
Unigene001911_01.p1,4
Unigene029706_02.p1,4
Unigene021938_01.p1,4
Unigene002330_03.p1,4
Unigene017865_02.p1,4
Unigene025866_01.p1,4
Unigene002542_02.p1,4
Unigene049739_01.p1,4
Unigene037493_01.p1,4
Unigene029073_01.p1,4
Unigene039010_01.p1,4
Unigene042116_01.p1,4
Unigene043860_01.p1,4
Unigene032416_01.p1,4
Unigene000732_01.p1,4
Unigene028673_01.p1,4
Unigene001604_03.p1,4
Unigene006392_02.p1,4
Unigene034517_01.p1,4
Unigene043562_01.p1,4
Unigene020576_01.p1,4
Unigene024090_01.p1,4
Unigene034957_01.p1,4
Unigene014891_01.p1,4
Unigene037058_01.p1,4
Unigene047719_01.p1,4
Unigene027338_01.p1,4
Unigene032949_01.p1,4
Unigene045839_01.p1,4
Unigene021957_01.p1,4
Unigene011068_01.p1,4
Unigene015976_01.p1,4
Unigene026915_01.p1,4
Unigene043400_01.p1,4
Unigene005407_01.p1,4
Unigene045472_01.p1,4
Unigene048540_01.p1,4
Unigene026062_01.p1,4
Unigene016939_01.p1,4
Unigene039791_01.p1,4
Unigene023088_01.p1,4
Unigene047772_01.p1,4
Unigene005812_03.p1,4
Unigene006296_02.p1,4
Unigene045398_01.p1,4
Unigene000657_01.p1,4
Unigene035850_01.p1,4
Unigene033193_01.p1,4
Unigene029127_01.p1,4
Unigene031226_01.p1,4
Unigene001886_01.p1,4
Unigene049199_01.p1,4
Unigene031257_01.p1,4
Unigene039663_01.p1,4
Unigene043314_01.p1,4
Unigene007648_01.p1,4
Unigene008036_01.p1,4
Unigene041735_01.p1,4
Unigene048182_01.p1,4
Unigene014130_01.p1,4
Unigene003746_01.p1,4
Unigene000248_01.p1,4
Unigene013816_01.p1,4
Unigene048822_01.p1,4
Unigene047698_01.p1,4
Unigene033543_01.p1,4
Unigene045161_01.p1,4
Unigene022450_01.p1,4
Unigene029033_01.p1,4
Unigene025261_01.p1,4
Unigene009788_01.p1,4
Unigene037033_01.p1,4
Unigene039002_01.p1,4
Unigene033344_01.p1,4
Unigene019587_01.p1,4
Unigene019526_01.p1,4
Unigene005898_02.p1,4
Unigene002510_02.p1,4
Unigene002300_01.p1,4
Unigene002383_02.p1,4
Unigene036442_01.p1,4
Unigene043588_01.p1,4
Unigene009988_01.p1,4
Unigene019004_01.p1,4
Unigene032461_01.p1,4
Unigene000494_01.p1,4
Unigene043615_01.p1,4
Unigene019092_01.p1,4
Unigene008052_01.p1,4
Unigene013240_01.p1,4
Unigene008844_02.p1,4
Unigene050088_01.p1,4
Unigene012619_01.p1,4
Unigene000078_03.p1,4
Unigene042661_01.p1,4
Unigene043781_01.p1,4
Unigene018419_01.p1,4
Unigene034606_01.p1,4
Unigene044651_01.p1,4
Unigene042706_01.p1,4
Unigene003846_03.p1,4
Unigene039729_01.p1,4
Unigene029164_01.p1,4
Unigene042505_01.p1,4
Unigene004548_02.p1,4
Unigene048721_01.p1,4
Unigene009858_01.p1,4
Unigene018747_01.p1,4
Unigene037155_01.p1,4
Unigene008014_02.p1,4
Unigene014005_01.p1,4
Unigene033622_01.p1,4
Unigene018497_01.p1,4
Unigene024096_01.p1,4
Unigene014864_01.p1,4
Unigene041480_01.p1,4
Unigene049849_01.p1,4
Unigene036880_01.p1,4
Unigene046466_01.p1,4
Unigene031150_01.p1,4
Unigene032028_01.p1,4
Unigene044142_01.p1,4
Unigene049367_01.p1,4
Unigene022240_02.p1,4
Unigene049493_01.p1,4
Unigene036853_01.p1,4
Unigene044084_01.p1,4
Unigene048405_01.p1,4
Unigene025365_01.p1,4
Unigene043048_01.p1,4
Unigene004348_01.p1,4
Unigene013795_01.p1,4
Unigene027225_01.p1,4
Unigene044641_01.p1,4
Unigene009907_01.p1,4
Unigene030077_01.p1,4
Unigene031308_01.p1,4
Unigene047243_01.p1,4
Unigene018816_01.p1,4
Unigene004753_01.p1,4
Unigene000170_01.p1,4
Unigene043019_01.p1,4
Unigene016517_01.p1,4
Unigene001804_01.p1,4
Unigene020578_01.p1,4
Unigene045580_01.p1,4
Unigene030202_01.p1,4
Unigene028600_01.p1,4
Unigene001118_02.p1,4
Unigene028985_01.p1,4
Unigene007127_01.p1,4
Unigene010685_02.p1,4
Unigene008838_01.p1,4
Unigene042425_01.p1,4
Unigene042686_01.p1,4
Unigene013092_01.p1,4
Unigene027348_01.p1,4
Unigene003889_02.p1,4
Unigene045903_01.p1,4
Unigene003979_03.p1,4
Unigene001701_02.p1,4
Unigene038273_01.p1,4
Unigene033036_02.p1,4
Unigene023392_01.p1,4
Unigene000089_03.p1,4
Unigene044230_01.p1,4
Unigene035888_01.p1,4
Unigene033268_02.p1,4
Unigene023969_01.p1,4
Unigene040275_01.p1,4
Unigene049408_01.p1,4
Unigene050052_01.p1,4
Unigene024804_01.p1,4
Unigene034223_01.p1,4
Unigene040493_01.p1,4
Unigene004380_02.p1,4
Unigene005561_01.p1,4
Unigene015992_01.p1,4
Unigene006830_01.p1,4
Unigene034482_01.p1,4
Unigene007657_02.p1,4
Unigene048977_01.p1,4
Unigene013291_01.p1,4
Unigene035665_01.p1,4
Unigene047268_01.p1,4
Unigene036714_01.p1,4
Unigene018397_01.p1,4
Unigene008427_02.p1,4
Unigene048688_01.p1,4
Unigene048858_01.p1,4
Unigene015791_01.p1,4
Unigene049908_01.p1,4
Unigene039630_01.p1,4
Unigene035606_01.p1,4
Unigene034426_01.p1,4
Unigene001781_02.p1,4
Unigene039485_01.p1,4
Unigene024790_01.p1,4
Unigene027926_02.p1,4
Unigene000916_02.p1,4
Unigene012182_01.p1,4
Unigene004218_02.p1,4
Unigene007856_01.p1,4
Unigene043872_01.p1,4
Unigene012798_01.p1,4
Unigene028160_01.p1,4
Unigene014337_01.p1,4
Unigene035095_01.p1,4
Unigene047792_01.p1,4
Unigene008605_01.p1,4
Unigene046311_01.p1,4
Unigene001398_01.p1,4
Unigene006007_01.p1,4
Unigene047241_01.p1,4
Unigene044674_01.p1,4
Unigene022617_01.p1,4
Unigene018131_01.p1,4
Unigene046431_01.p1,4
Unigene047234_01.p1,4
Unigene049767_01.p1,4
Unigene015553_01.p1,4
Unigene032144_01.p1,4
Unigene016489_01.p1,4
Unigene036023_01.p1,4
Unigene037871_01.p1,4
Unigene040889_01.p1,4
Unigene032218_01.p1,4
Unigene006859_01.p1,4
Unigene016759_01.p1,4
Unigene008017_02.p1,4
Unigene033944_01.p1,4
Unigene044837_01.p1,4
Unigene035031_01.p1,4
Unigene003702_01.p1,4
Unigene007600_01.p1,4
Unigene010382_01.p1,4
Unigene028612_01.p1,4
Unigene018259_01.p1,4
Unigene045488_01.p1,4
Unigene050446_01.p1,4
Unigene000458_01.p1,4
Unigene023376_01.p1,4
Unigene008669_02.p1,4
Unigene046386_01.p1,4
Unigene038817_01.p1,4
Unigene031336_01.p1,4
Unigene021983_01.p1,4
Unigene028442_01.p1,4
Unigene039058_01.p1,4
Unigene026479_01.p1,4
Unigene036221_01.p1,4
Unigene048520_01.p1,4
Unigene020185_01.p1,4
Unigene017075_04.p1,4
Unigene007768_01.p1,4
Unigene025541_01.p1,4
Unigene000639_01.p1,4
Unigene048857_01.p1,4
Unigene040926_01.p1,4
Unigene041947_01.p1,4
Unigene006715_02.p1,4
Unigene002177_01.p1,4
Unigene021945_01.p1,4
Unigene043120_01.p1,4
Unigene000157_02.p1,4
Unigene020176_02.p1,4
Unigene014880_01.p1,4
Unigene026079_01.p1,4
Unigene011603_01.p1,4
Unigene042206_01.p1,4
Unigene015425_01.p1,4
Unigene006281_02.p1,4
Unigene021602_01.p1,4
Unigene014985_01.p1,4
Unigene005834_01.p1,4
Unigene032738_01.p1,4
Unigene006241_01.p1,4
Unigene013202_01.p1,4
Unigene036043_01.p1,4
Unigene009791_01.p1,4
Unigene035339_01.p1,4
Unigene045290_01.p1,4
Unigene004091_01.p1,4
Unigene000241_01.p1,4
Unigene001945_01.p1,4
Unigene035383_01.p1,4
Unigene034485_01.p1,4
Unigene044447_01.p1,4
Unigene043255_01.p1,4
Unigene046092_01.p1,4
Unigene040609_01.p1,4
Unigene031317_01.p1,4
Unigene048670_01.p1,4
Unigene041973_01.p1,4
Unigene013201_01.p1,4
Unigene002998_04.p1,4
Unigene008135_01.p1,4
Unigene021582_01.p2,4
Unigene037522_01.p1,4
Unigene012007_01.p1,4
Unigene008151_01.p1,4
Unigene037807_01.p1,4
Unigene010685_03.p1,4
Unigene012679_01.p1,4
Unigene036861_01.p1,4
Unigene050318_01.p1,4
Unigene038393_01.p1,4
Unigene025275_01.p1,4
Unigene008053_01.p1,4
Unigene008870_02.p1,4
Unigene045569_01.p1,4
Unigene008367_02.p1,4
Unigene046182_02.p1,4
Unigene039211_01.p1,4
Unigene001770_02.p1,4
Unigene017648_01.p1,4
Unigene003885_02.p1,4
Unigene002482_03.p1,4
Unigene044195_02.p1,4
Unigene042919_01.p1,4
Unigene000606_01.p1,4
Unigene038361_01.p1,4
Unigene000430_03.p1,4
Unigene021156_01.p1,4
Unigene049601_01.p1,4
Unigene002893_02.p1,4
Unigene036320_01.p1,4
Unigene000766_01.p1,4
Unigene045096_01.p1,4
Unigene030576_01.p1,4
Unigene048169_01.p1,4
Unigene049337_01.p1,4
Unigene010911_01.p1,4
Unigene004142_02.p1,4
Unigene006459_01.p1,4
Unigene044247_01.p1,4
Unigene007597_02.p1,4
Unigene048654_01.p1,4
Unigene009748_01.p1,4
Unigene039463_01.p1,4
Unigene050226_01.p1,4
Unigene043414_01.p1,4
Unigene035359_01.p1,4
Unigene036994_01.p1,4
Unigene035055_01.p1,4
Unigene022392_01.p1,4
Unigene038865_01.p1,4
Unigene032457_01.p1,4
Unigene009575_02.p1,4
Unigene039381_01.p1,4
Unigene049744_01.p1,4
Unigene003750_02.p1,5
Unigene000004_02.p1,5
Unigene040258_01.p1,5
Unigene006006_02.p1,5
Unigene046940_01.p1,5
Unigene044373_01.p1,5
Unigene045344_01.p1,5
Unigene003280_01.p1,5
Unigene005850_02.p1,5
Unigene014823_01.p1,5
Unigene017106_01.p1,5
Unigene006179_01.p1,5
Unigene043887_01.p1,5
Unigene030018_01.p1,5
Unigene001645_02.p1,5
Unigene004852_01.p1,5
Unigene024693_01.p1,5
Unigene004044_02.p1,5
Unigene014792_02.p1,5
Unigene003286_01.p1,5
Unigene037970_01.p1,5
Unigene023220_01.p2,5
Unigene001962_01.p1,5
Unigene015232_01.p1,5
Unigene001685_02.p1,5
Unigene040185_01.p1,5
Unigene003188_03.p1,5
Unigene048591_01.p1,5
Unigene013152_01.p1,5
Unigene002200_01.p1,5
Unigene044747_01.p1,5
Unigene044314_01.p1,5
Unigene021847_01.p1,5
Unigene016505_01.p1,5
Unigene003684_01.p1,5
Unigene036647_01.p1,5
Unigene048756_01.p1,5
Unigene006831_02.p1,5
Unigene028825_01.p1,5
Unigene020245_01.p1,5
Unigene013726_02.p1,5
Unigene012149_01.p1,5
Unigene015034_01.p1,5
Unigene048481_01.p1,5
Unigene011458_01.p1,5
Unigene014859_01.p1,5
Unigene024092_01.p1,5
Unigene039526_01.p1,5
Unigene006435_01.p1,5
Unigene042682_01.p1,5
Unigene044144_01.p1,5
Unigene037370_01.p1,5
Unigene039660_01.p1,5
Unigene007320_03.p1,5
Unigene007550_01.p1,5
Unigene005000_03.p1,5
Unigene026110_01.p1,5
Unigene003406_02.p1,5
Unigene001777_02.p1,5
Unigene019907_01.p1,5
Unigene048339_01.p1,5
Unigene045553_01.p1,5
Unigene049381_01.p1,5
Unigene049320_01.p1,5
Unigene035996_01.p1,5
Unigene044430_02.p1,5
Unigene048578_01.p1,5
Unigene018271_01.p1,5
Unigene039968_01.p1,5
Unigene040699_01.p1,5
Unigene006208_01.p1,5
Unigene020078_01.p1,5
Unigene036682_01.p1,5
Unigene050381_01.p1,5
Unigene049365_01.p1,5
Unigene003211_01.p1,5
Unigene014980_01.p1,5
Unigene015922_01.p1,5
Unigene017468_01.p1,5
Unigene021242_01.p1,5
Unigene027354_01.p1,5
Unigene003664_01.p1,5
Unigene047555_01.p1,5
Unigene024591_02.p1,5
Unigene000747_03.p1,5
Unigene007899_01.p1,5
Unigene005125_03.p1,5
Unigene047948_01.p1,5
Unigene019647_01.p1,5
Unigene048237_01.p1,5
Unigene011206_02.p1,5
Unigene010472_01.p1,5
Unigene010085_02.p1,5
Unigene015675_01.p1,5
Unigene002618_02.p1,5
Unigene049123_01.p1,5
Unigene025767_01.p1,5
Unigene012844_01.p1,5
Unigene028577_01.p1,5
Unigene047307_01.p1,5
Unigene018280_01.p1,5
Unigene008539_02.p1,5
Unigene035317_01.p1,5
Unigene011826_02.p1,5
Unigene012839_01.p1,5
Unigene001114_02.p1,5
Unigene045036_01.p1,5
Unigene009695_02.p1,5
Unigene045139_01.p1,5
Unigene002750_01.p1,5
Unigene042888_02.p1,5
Unigene025918_01.p1,5
Unigene047398_01.p1,5
Unigene047002_01.p1,5
Unigene036524_01.p1,5
Unigene049933_01.p1,5
Unigene043726_01.p1,5
Unigene034509_01.p1,5
Unigene045778_01.p1,5
Unigene006482_03.p1,5
Unigene035622_01.p1,5
Unigene025634_01.p1,5
Unigene003759_02.p1,5
Unigene005034_02.p1,5
Unigene025440_01.p1,5
Unigene000566_01.p1,5
Unigene005998_04.p1,5
Unigene009151_03.p1,5
Unigene047724_01.p1,5
Unigene039385_01.p1,5
Unigene040513_01.p1,5
Unigene012198_02.p1,5
Unigene050400_01.p1,5
Unigene012931_01.p1,5
Unigene040280_01.p1,5
Unigene012444_01.p1,5
Unigene041486_01.p1,5
Unigene032948_01.p1,5
Unigene009021_02.p1,5
Unigene043661_01.p1,5
Unigene008060_01.p1,5
Unigene018291_01.p1,5
Unigene004196_02.p1,5
Unigene045980_01.p1,5
Unigene004461_03.p1,5
Unigene044730_01.p1,5
Unigene031138_01.p1,5
Unigene040218_01.p1,5
Unigene018809_01.p1,5
Unigene025494_01.p1,5
Unigene029565_01.p1,5
Unigene049046_01.p1,5
Unigene042648_01.p1,5
Unigene043825_01.p1,5
Unigene012137_01.p1,5
Unigene041817_01.p1,5
Unigene006852_01.p1,5
Unigene016403_01.p1,5
Unigene040571_01.p1,5
Unigene022102_01.p1,5
Unigene041491_01.p1,5
Unigene049929_01.p1,5
Unigene044487_01.p1,5
Unigene035194_01.p1,5
Unigene004225_02.p1,5
Unigene039331_01.p1,5
Unigene030458_01.p1,5
Unigene049833_01.p1,5
Unigene040415_01.p1,5
Unigene003875_02.p1,5
Unigene047330_02.p1,5
Unigene014408_01.p1,5
Unigene010500_01.p1,5
Unigene032640_01.p2,5
Unigene045485_01.p1,5
Unigene011223_01.p1,5
Unigene014601_01.p1,5
Unigene042935_02.p1,5
Unigene038627_02.p2,5
Unigene045350_01.p1,5
Unigene003626_02.p1,5
Unigene005453_01.p1,5
Unigene003992_01.p1,5
Unigene045400_01.p1,5
Unigene036263_01.p1,5
Unigene050386_01.p1,5
Unigene048820_01.p1,5
Unigene045838_01.p1,5
Unigene024083_01.p1,5
Unigene048115_01.p1,5
Unigene015409_01.p1,5
Unigene040355_01.p1,5
Unigene046419_01.p1,5
Unigene020593_01.p1,5
Unigene011094_02.p1,5
Unigene047157_01.p1,5
Unigene049568_01.p1,5
Unigene013314_01.p1,5
Unigene049872_01.p1,5
Unigene012009_01.p1,6
Unigene000396_01.p1,6
Unigene029195_01.p1,6
Unigene043530_01.p1,6
Unigene050447_01.p1,6
Unigene024703_01.p1,6
Unigene010682_03.p1,6
Unigene029095_01.p1,6
Unigene040542_01.p1,6
Unigene049132_01.p1,6
Unigene022165_01.p1,6
Unigene026040_01.p1,6
Unigene049433_01.p1,6
Unigene041010_01.p1,6
Unigene049373_01.p1,6
Unigene004470_01.p1,6
Unigene044603_01.p1,6
Unigene045087_01.p1,6
Unigene048115_02.p1,6
Unigene049902_01.p1,6
Unigene050180_01.p1,6
Unigene047536_01.p1,6
Unigene029833_01.p1,6
Unigene000215_02.p1,6
Unigene050056_01.p1,6
Unigene018171_01.p1,6
Unigene035570_01.p1,6
Unigene002751_02.p1,6
Unigene020964_01.p1,6
Unigene010265_02.p1,6
Unigene012068_01.p1,6
Unigene009215_04.p1,6
Unigene046932_01.p1,6
Unigene003643_02.p1,6
Unigene035018_01.p1,6
Unigene047994_01.p1,6
Unigene040560_01.p1,6
Unigene026734_01.p1,6
Unigene030701_01.p1,6
Unigene006419_03.p1,6
Unigene011622_02.p1,6
Unigene019654_01.p1,6
Unigene001429_02.p1,6
Unigene049903_01.p1,6
Unigene007187_03.p1,6
Unigene039198_01.p1,6
Unigene050366_01.p1,6
Unigene050073_01.p1,6
Unigene030934_01.p1,6
Unigene048661_01.p1,6
Unigene007991_01.p1,6
Unigene044352_01.p1,6
Unigene005438_03.p1,6
Unigene016380_01.p1,6
Unigene001823_02.p1,6
Unigene048254_01.p1,6
Unigene049938_01.p1,6
Unigene005906_02.p1,6
Unigene027507_01.p1,6
Unigene010998_01.p1,6
Unigene005055_01.p1,6
Unigene002692_01.p1,6
Unigene021759_01.p1,6
Unigene045277_01.p1,6
Unigene006865_02.p1,6
Unigene045990_01.p1,6
Unigene042855_01.p1,6
Unigene049388_01.p1,6
Unigene039886_01.p1,6
Unigene044385_01.p1,6
Unigene044550_01.p1,6
Unigene041933_01.p1,6
Unigene004418_02.p1,6
Unigene016502_01.p1,6
Unigene034748_01.p1,6
Unigene001565_03.p1,6
Unigene004867_02.p1,7
Unigene047483_01.p1,7
Unigene048762_01.p1,7
Unigene048626_01.p1,7
Unigene001682_02.p1,7
Unigene021034_01.p1,7
Unigene012756_02.p1,7
Unigene020189_01.p1,7
Unigene042969_01.p1,7
Unigene048407_01.p1,7
Unigene000107_02.p1,7
Unigene033805_01.p1,7
Unigene004912_02.p1,7
Unigene044566_01.p1,7
Unigene009499_02.p1,7
Unigene035049_01.p1,7
Unigene018992_01.p1,7
Unigene050339_01.p1,7
Unigene036517_01.p1,7
Unigene016834_02.p1,7
Unigene049049_01.p1,7
Unigene023666_01.p1,7
Unigene018347_01.p1,7
Unigene048851_01.p1,7
Unigene046778_01.p1,7
Unigene045115_01.p1,7
Unigene043678_01.p1,7
Unigene031554_01.p1,7
Unigene042719_01.p1,7
Unigene047282_01.p1,7
Unigene043724_01.p1,7
Unigene034199_01.p1,7
Unigene036869_01.p1,7
Unigene036655_01.p1,7
Unigene001257_02.p1,7
Unigene029257_01.p1,7
Unigene050328_01.p1,7
Unigene048137_01.p1,7
Unigene034858_01.p1,7
Unigene038028_01.p1,7
Unigene042862_01.p1,7
Unigene045808_01.p1,7
Unigene035276_01.p1,7
Unigene001261_01.p1,7
Unigene003008_03.p1,7
Unigene045288_01.p1,7
Unigene042920_02.p1,7
Unigene030484_01.p1,7
Unigene045226_01.p1,7
Unigene046673_01.p1,7
Unigene048605_01.p1,8
Unigene049914_01.p1,8
Unigene047941_01.p1,8
Unigene000408_01.p1,8
Unigene021547_01.p1,8
Unigene025532_01.p1,8
Unigene047259_01.p1,8
Unigene045683_01.p1,8
Unigene039251_01.p1,8
Unigene042072_01.p1,8
Unigene045885_01.p1,8
Unigene042910_02.p1,8
Unigene005573_03.p1,8
Unigene013869_03.p1,8
Unigene023975_01.p1,8
Unigene048937_01.p1,8
Unigene039110_01.p1,8
Unigene041720_01.p1,8
Unigene005163_03.p1,8
Unigene024446_01.p1,8
Unigene041064_01.p1,8
Unigene050388_01.p1,8
Unigene008061_03.p1,8
Unigene042693_01.p1,8
Unigene032282_01.p1,8
Unigene048530_01.p1,8
Unigene046266_01.p1,8
Unigene023655_02.p1,8
Unigene003895_02.p1,8
Unigene044762_01.p1,8
Unigene050101_01.p1,8
Unigene050370_01.p1,8
Unigene008001_01.p1,8
Unigene050108_01.p1,9
Unigene006946_02.p1,9
Unigene005752_03.p1,9
Unigene044618_01.p1,9
Unigene050410_01.p1,9
Unigene037679_01.p1,9
Unigene047912_01.p1,9
Unigene008451_02.p1,9
Unigene039363_01.p1,9
Unigene048308_01.p1,9
Unigene024957_01.p1,9
Unigene030980_01.p1,9
Unigene047214_01.p1,9
Unigene010401_02.p1,9
Unigene043800_02.p1,9
Unigene045816_01.p1,9
Unigene050287_01.p1,9
Unigene041652_01.p1,9
Unigene035694_01.p1,9
Unigene043401_01.p1,9
Unigene002318_01.p1,9
Unigene016427_01.p1,9
Unigene001665_03.p1,9
Unigene013093_01.p1,9
Unigene044986_01.p1,10
Unigene039636_01.p1,10
Unigene003708_02.p1,10
Unigene018746_01.p1,10
Unigene031132_01.p1,10
Unigene042437_01.p1,10
Unigene033711_01.p1,10
Unigene008990_01.p1,10
Unigene010914_01.p1,10
Unigene010971_03.p1,10
Unigene001663_03.p1,10
Unigene043737_01.p1,10
Unigene047174_01.p1,10
Unigene007077_01.p1,10
Unigene043502_01.p1,11
Unigene018822_02.p1,11
Unigene044735_01.p1,11
Unigene047207_01.p1,11
Unigene044481_01.p1,11
Unigene044513_01.p1,11
Unigene044500_02.p1,11
Unigene043630_01.p1,11
Unigene049065_01.p1,11
Unigene040035_01.p1,11
Unigene015723_02.p1,12
Unigene005809_03.p1,12
Unigene005331_02.p1,12
Unigene048248_01.p1,13
Unigene047347_01.p1,13
Unigene042086_01.p1,13
Unigene024053_01.p1,13
Unigene026767_01.p1,13
Unigene000688_01.p2,13
Unigene048736_01.p1,13
Unigene040054_02.p1,13
Unigene020461_01.p1,13
Unigene006038_02.p1,13
Unigene044867_01.p1,14
Unigene048100_02.p1,14
Unigene005825_03.p1,15
Unigene039037_01.p1,16
Unigene042451_01.p1,16
Unigene022600_03.p1,19
Unigene043405_01.p1,28
